Student_ID,Gender,Age,Attendance,Study_Hours,Internet,Parent_Education,Family_Income,Sleep_Hours,Assignments,Previous_Grade,Final_Exam,Performance_Level
STU008213,Female,18,49.8,5.9,No,Bachelor Degree,32559.0,6.9,78.90809031710079,78.7,70.4,Good
STU017359,Female,21,74.5,7.1,Yes,Primary,459421.0,6.7,70.0,76.2,49.4,Poor
STU012041,Male,23,60.6,2.8,Yes,Bachelor Degree,16549.0,6.8,77.0,75.7,62.2,Average
STU002907,Female,19,62.4,4.6,Yes,High School,11600.0,5.8,74.0,63.7,60.1,Average
STU006531,Male,21,49.2,5.7,Unknown,No Formal Education,45948.0,8.0,65.0,32.5,47.6,Poor
STU028366,Female,23,87.4,4.8,Yes,Bachelor Degree,24231.0,6.8,70.0,66.5,67.8,Average
STU012421,Male,18,70.5,4.7,Yes,Primary,15485.0,4.9,75.0,61.3,73.2,Good
STU017298,Male,20,67.5,9.7,Yes,Diploma,64724.0,6.807314349525405,100.0,70.0,82.5,Good
STU028443,Female,18,77.22603224834236,4.3,Yes,High School,25115.0,7.2,78.90809031710079,49.9,70.7,Good
STU026666,Male,18,77.22603224834236,5.5,Yes,Bachelor Degree,17074.0,7.4,81.0,53.4,70.4,Good
STU006663,Male,18,70.0,2.7,No,Bachelor Degree,83757.0,6.9,77.0,59.0,56.3,Average
STU025573,Male,21,100.0,0.9,Yes,Master Degree,43168.0,7.9,60.0,58.1,69.4,Average
STU015901,Male,18,80.6,4.6,No,Bachelor Degree,49101.0,7.0,67.0,62.1,67.8,Average
STU027622,Female,19,68.8,3.3,Yes,Bachelor Degree,62086.0,6.1,60.0,58.7,64.3,Average
STU028895,Female,21,77.22603224834236,5.9,Yes,High School,57295.0,7.3,74.0,72.4,73.5,Good
STU026088,Male,19,100.0,2.3,Yes,High School,45127.0,6.2,77.0,56.6,67.3,Average
STU012441,Female,18,79.0,4.9,Yes,High School,47772.0,6.1,64.0,55.8,58.5,Average
STU027440,Male,18,89.0,1.3,Yes,Bachelor Degree,113816.0,6.1,73.0,50.8,75.8,Good
STU024176,Male,20,89.1,4.8,Yes,High School,17439.0,4.6,84.0,59.3,63.4,Average
STU007319,Male,20,77.22603224834236,7.0,Yes,High School,13547.0,6.807314349525405,83.0,64.6,65.9,Average
STU021632,Male,21,71.2,3.8,No,Primary,24858.0,7.3,80.0,89.1,57.0,Average
STU010699,Female,18,62.6,5.5,Yes,Bachelor Degree,66489.0,6.7,99.0,81.0,73.0,Good
STU012385,Female,19,73.1,3.0,Yes,Master Degree,27104.0,5.5,71.0,60.9,73.8,Good
STU025472,Male,18,77.22603224834236,2.8,Yes,High School,44805.0,6.0,73.0,81.2,72.0,Good
STU014755,Female,19,61.8,5.4,Yes,Bachelor Degree,44928.0,5.2,71.0,57.6,52.9,Average
STU010492,Male,19,79.4,5.0,Yes,Bachelor Degree,36248.0,6.3,81.0,48.1,70.5,Good
STU015339,Female,19,63.1,2.8,Yes,No Formal Education,15988.0,7.4,61.0,64.6,51.1,Average
STU029467,Female,18,57.4,7.2,Yes,Diploma,27560.0,8.2,77.0,79.7,76.3,Good
STU026057,Female,19,35.2,4.0,Yes,High School,85295.0,5.9,87.0,68.2,60.8,Average
STU001203,Female,19,74.2,7.0,Yes,No Formal Education,27721.0,6.1,82.0,30.0,67.1,Average
STU008063,Female,18,100.0,5.0,Yes,Diploma,45963.3443790757,6.3,90.0,81.0,94.8,Excellent
STU022865,Male,19,96.8,3.1,Yes,Diploma,26675.0,9.0,97.0,74.2,73.3,Good
STU022024,Female,18,78.3,4.1,Yes,High School,82123.0,6.1,87.0,55.5,58.1,Average
STU023673,Female,19,61.2,6.7,Yes,No Formal Education,21827.0,7.2,83.0,49.1,69.8,Average
STU010997,Male,20,77.22603224834236,3.4,Yes,Bachelor Degree,51032.0,6.8,84.0,39.2,68.2,Average
STU001879,Female,21,63.7,3.8,Yes,Bachelor Degree,32816.0,7.8,61.0,79.7,72.3,Good
STU027327,Male,19,99.9,5.4,Yes,Diploma,61262.0,5.8,78.90809031710079,96.1,94.0,Excellent
STU011110,Male,18,66.0,4.6,Yes,Diploma,16436.0,7.0,70.0,58.7,54.7,Average
STU023090,Male,21,83.6,1.9,Yes,Bachelor Degree,63570.0,6.3,72.0,69.2,73.5,Good
STU027583,Female,20,74.7,5.8,Yes,High School,48460.0,6.8,100.0,51.7,65.0,Average
STU018850,Male,21,54.4,5.038143027580883,Yes,Diploma,45963.3443790757,6.4,78.90809031710079,75.2,71.8,Good
STU010702,Male,20,47.2,4.5,Yes,Primary,45013.0,6.7,84.0,58.6,64.7,Average
STU006770,Male,18,96.8,5.1,Yes,Primary,42555.0,8.1,70.0,69.3,81.9,Good
STU004475,Female,18,100.0,5.038143027580883,No,Bachelor Degree,56109.0,7.4,72.0,75.2,95.1,Excellent
STU007275,Female,18,69.6,4.2,Yes,Diploma,37958.0,5.8,88.0,30.6,53.6,Average
STU006644,Male,20,70.4,1.2,No,Ph.D,17822.0,7.4,75.0,70.0,59.5,Average
STU011460,Male,21,99.7,5.8,Yes,Bachelor Degree,24151.0,7.9,79.0,67.3,68.2,Average
STU002552,Female,18,58.0,6.9,No,High School,47516.0,7.8,81.0,70.4,62.4,Average
STU014381,Female,19,70.9,5.038143027580883,Yes,Diploma,33265.0,6.807314349525405,82.0,93.8,75.5,Good
STU010991,Female,19,82.7,0.5,Yes,Bachelor Degree,25796.0,5.8,72.0,65.6,70.4,Good
STU028529,Male,20,63.6,3.7,Yes,Diploma,41754.0,7.7,72.0,53.5,78.0,Good
STU012711,Female,18,57.1,4.7,Yes,Master Degree,56430.0,9.4,76.0,61.8,52.8,Average
STU002870,Male,21,95.3,7.0,Yes,Bachelor Degree,45963.3443790757,6.3,96.0,71.7,87.6,Excellent
STU023259,Female,18,74.4,4.7,Yes,Diploma,44559.0,6.807314349525405,80.0,72.0,56.4,Average
STU010483,Female,20,73.3,6.8,Yes,High School,32814.0,6.3,74.0,86.0,79.4,Good
STU027157,Female,21,64.3,3.3,Yes,No Formal Education,39979.0,5.0,67.0,57.9,52.7,Average
STU007859,Female,18,90.1,5.0,No,High School,59028.0,5.6,87.0,57.6,52.7,Average
STU022775,Female,19,66.4,6.1,Yes,High School,35439.0,6.2,83.0,46.5,58.4,Average
STU026671,Female,19,78.2,1.3,Yes,High School,6540.0,5.4,78.90809031710079,55.3,97.8,Excellent
STU009961,Male,21,85.7,5.5,Yes,No Formal Education,57226.0,6.9,81.0,53.1,68.5,Average
STU014316,Male,18,97.3,5.2,Yes,Primary,95213.0,7.8,68.0,68.0,38.7,Poor
STU011040,Female,20,77.22603224834236,6.2,Yes,High School,34682.0,5.9,94.0,77.0,74.7,Good
STU011832,Male,18,44.3,4.6,Yes,Diploma,23788.0,6.1,62.0,78.5,77.8,Good
STU018917,Male,21,76.2,8.7,Yes,Bachelor Degree,22625.0,4.9,100.0,54.6,64.3,Average
STU004759,Male,21,40.7,6.3,Yes,High School,24940.0,8.0,72.0,63.7,59.0,Average
STU007786,Female,16,74.7,6.0,No,Primary,54147.0,9.6,92.0,74.5,65.9,Average
STU024412,Male,20,80.1,3.5,Yes,Bachelor Degree,51220.0,6.3,65.0,64.1,71.1,Good
STU025452,Male,18,71.8,0.5,Yes,High School,25758.0,5.5,64.0,70.6,58.5,Average
STU023694,Male,19,95.9,3.6,Yes,Bachelor Degree,65997.0,6.807314349525405,86.0,51.5,75.8,Good
STU002301,Female,18,68.4,2.8,Yes,High School,33614.0,5.7,69.0,80.0,60.3,Average
STU011678,Female,21,96.7,3.5,Yes,Master Degree,47532.0,6.2,92.0,70.5,81.0,Good
STU014887,Female,18,67.6,3.9,Yes,High School,23374.0,7.9,57.0,58.4,66.8,Average
STU008010,Female,18,77.22603224834236,4.7,No,Master Degree,99719.0,6.4,83.0,63.8,64.7,Average
STU028930,Male,18,75.4,5.3,Yes,High School,22848.0,7.0,83.0,86.1,70.8,Good
STU002089,Female,19,87.5,5.038143027580883,Yes,Master Degree,46127.0,6.8,57.0,68.2,70.6,Good
STU004496,Male,18,55.4,3.4,Yes,Bachelor Degree,38730.0,6.8,78.90809031710079,60.2,66.3,Average
STU025517,Female,20,93.7,4.0,Yes,Bachelor Degree,45963.3443790757,8.0,59.0,58.9,65.5,Average
STU015600,Female,18,56.7,5.6,Yes,Diploma,54032.0,6.4,79.0,76.0,77.6,Good
STU021032,Female,20,99.7,5.9,Yes,Master Degree,25583.0,7.0,73.0,62.1,85.6,Excellent
STU026341,Female,20,67.5,3.2,Yes,No Formal Education,24108.0,7.5,59.0,56.0,54.2,Average
STU007607,Female,19,77.8,0.9,Yes,High School,42623.0,6.807314349525405,61.0,64.1,58.8,Average
STU021501,Male,20,72.9,5.8,Yes,Master Degree,25783.0,7.7,80.0,62.7,68.9,Average
STU027587,Male,18,72.8,7.6,Yes,Primary,18749.0,7.6,82.0,62.3,70.5,Good
STU002382,Male,19,78.5,6.5,Yes,High School,10945.0,5.8,88.0,82.3,83.0,Good
STU009365,Female,20,79.8,7.1,Yes,High School,52967.0,7.0,83.0,59.0,66.7,Average
STU023663,Female,18,69.4,6.4,Yes,No Formal Education,58155.0,8.4,73.0,70.2,68.2,Average
STU012030,Female,18,67.5,3.4,Yes,High School,28847.0,8.2,73.0,52.1,56.3,Average
STU017104,Female,20,84.9,4.5,No,Bachelor Degree,27608.0,7.1,68.0,74.6,61.1,Average
STU003668,Male,20,77.7,6.5,Yes,Bachelor Degree,46550.0,6.9,84.0,68.4,80.9,Good
STU009072,Male,20,100.0,2.7,Yes,Bachelor Degree,10693.0,7.2,74.0,64.96579496452914,72.9,Good
STU019659,Male,18,61.8,5.5,Yes,Bachelor Degree,45963.3443790757,6.5,84.0,41.6,69.9,Average
STU028280,Female,19,73.9,3.5,Yes,Bachelor Degree,41639.0,9.2,92.0,64.96579496452914,67.1,Average
STU028073,Male,18,74.5,3.2,Yes,Bachelor Degree,79799.0,7.7,78.90809031710079,64.96579496452914,66.2,Average
STU024758,Male,21,83.6,5.038143027580883,Yes,High School,13911.0,8.8,61.0,66.4,65.4,Average
STU021655,Male,18,51.8,5.038143027580883,Yes,Diploma,39282.0,6.2,65.0,76.4,65.0,Average
STU020683,Female,21,77.22603224834236,5.6,Yes,Bachelor Degree,37176.0,5.7,75.0,61.3,72.5,Good
STU018156,Male,18,89.2,6.4,Yes,Diploma,17795.0,6.4,68.0,60.8,74.2,Good
STU007407,Female,18,78.5,4.5,Yes,Primary,141378.0,7.3,62.0,62.0,67.4,Average
STU007045,Female,21,89.1,2.8,Yes,High School,37192.0,4.4,82.0,64.96579496452914,60.8,Average
STU012553,Female,20,81.4,8.4,Yes,Bachelor Degree,15711.0,6.1,93.0,64.96579496452914,77.2,Good
STU004019,Male,18,100.0,2.1,Yes,High School,18784.0,6.8,65.0,57.5,77.7,Good
STU004172,Female,19,72.5,2.7,Yes,High School,43445.0,7.0,49.0,57.2,63.0,Average
STU022700,Female,21,77.22603224834236,4.7,Yes,Bachelor Degree,33486.0,6.807314349525405,85.0,51.8,68.1,Average
STU024958,Male,21,51.5,3.4,Yes,Bachelor Degree,52014.0,6.3,78.90809031710079,59.1,55.2,Average
STU019901,Male,20,77.22603224834236,4.5,No,High School,38205.0,5.4,73.0,52.4,58.8,Average
STU006190,Female,20,30.0,5.038143027580883,Yes,Primary,40940.0,8.0,52.0,72.1,55.9,Average
STU023915,Male,19,71.2,3.0,Yes,Bachelor Degree,37935.0,7.8,78.0,61.6,67.0,Average
STU020655,Female,19,91.4,4.3,Yes,Bachelor Degree,37099.0,6.9,67.0,31.6,49.7,Poor
STU023008,Male,19,80.5,2.0,Yes,Master Degree,55898.0,6.1,78.90809031710079,91.7,72.2,Good
STU020558,Female,18,96.8,4.7,Yes,Bachelor Degree,27215.0,7.9,73.0,59.4,65.6,Average
STU015026,Female,19,87.6,6.3,Yes,High School,46490.0,5.4,89.0,70.6,76.6,Good
STU012573,Female,21,77.22603224834236,5.0,Yes,High School,38570.0,7.6,85.0,66.2,90.7,Excellent
STU015495,Male,18,55.3,9.2,Yes,Bachelor Degree,69520.0,4.4,79.0,69.5,68.7,Average
STU025440,Female,21,74.3,2.6,Yes,Primary,22654.0,5.7,58.0,73.9,63.4,Average
STU019400,Male,19,100.0,4.7,Yes,Bachelor Degree,45963.3443790757,7.9,85.0,73.1,69.2,Average
STU008540,Male,20,79.8,2.8,Yes,High School,38098.0,7.4,76.0,69.1,52.5,Average
STU014672,Male,20,85.4,3.3,Yes,High School,36762.0,6.3,88.0,60.9,60.8,Average
STU017561,Male,19,67.8,3.6,Yes,High School,77195.0,7.7,60.0,77.8,71.5,Good
STU024305,Male,21,77.2,4.6,Yes,Diploma,27992.0,6.4,73.0,59.0,60.8,Average
STU014549,Male,18,55.4,7.4,Yes,High School,45963.3443790757,6.2,93.0,55.8,70.2,Good
STU018597,Male,20,100.0,5.7,Yes,Bachelor Degree,17758.0,6.5,87.0,65.2,79.2,Good
STU015189,Male,20,76.4,5.2,Yes,Primary,45963.3443790757,7.0,85.0,68.5,69.3,Average
STU008649,Male,20,95.1,4.5,Yes,Bachelor Degree,19645.0,5.8,69.0,64.96579496452914,82.8,Good
STU016942,Female,21,93.9,3.9,Yes,Bachelor Degree,26484.0,7.6,80.0,61.6,84.7,Good
STU024809,Male,22,68.0,4.7,Yes,Bachelor Degree,47507.0,8.9,76.0,70.9,75.5,Good
STU029447,Female,19,83.0,3.9,Yes,No Formal Education,37607.0,5.7,74.0,85.6,64.6,Average
STU019133,Female,19,58.8,3.4,Yes,Bachelor Degree,30025.0,6.807314349525405,64.0,66.4,51.3,Average
STU014278,Male,21,79.5,5.0,Yes,High School,447760.0,6.2,78.0,83.0,40.7,Poor
STU020504,Female,23,77.22603224834236,2.6,No,High School,34303.0,6.6,63.0,74.8,65.6,Average
STU012120,Male,19,79.8,2.5,Yes,Diploma,14879.0,6.0,73.0,35.5,58.6,Average
STU027199,Female,21,92.3,6.1,Yes,Primary,68055.0,6.0,92.0,50.5,68.9,Average
STU005735,Male,19,84.2,3.1,Yes,High School,69598.0,7.1,62.0,60.1,68.4,Average
STU026314,Male,18,72.2,4.4,Yes,Primary,39924.0,5.7,75.0,80.0,67.4,Average
STU018282,Male,18,88.8,9.1,Yes,High School,71519.0,5.0,93.0,59.4,68.4,Average
STU015617,Female,18,87.3,5.0,Yes,Primary,54358.0,5.0,78.90809031710079,67.4,74.6,Good
STU014578,Male,20,70.1,8.0,Yes,Diploma,62404.0,6.807314349525405,78.90809031710079,59.0,78.9,Good
STU019196,Male,18,70.2,2.2,Yes,Diploma,12411.0,7.0,56.0,72.3,58.8,Average
STU027332,Female,18,77.22603224834236,4.3,Yes,No Formal Education,29734.0,6.8,72.0,77.5,66.6,Average
STU012374,Male,18,80.4,5.2,Yes,Primary,13150.0,7.4,73.0,78.5,83.0,Good
STU011125,Female,18,95.2,3.7,Yes,Bachelor Degree,14284.0,6.6,66.0,65.2,75.2,Good
STU001093,Male,21,76.4,5.038143027580883,Yes,Primary,73173.0,5.0,81.0,90.9,77.4,Good
STU015458,Male,18,77.6,2.8,Yes,High School,22903.0,8.2,60.0,55.7,63.4,Average
STU028687,Male,20,83.0,5.7,Yes,High School,26415.0,5.1,100.0,58.7,64.8,Average
STU026771,Female,18,87.3,5.0,Yes,Bachelor Degree,19765.0,7.7,69.0,34.4,59.8,Average
STU023714,Female,20,80.1,4.3,Yes,Master Degree,33702.0,6.6,83.0,92.6,75.4,Good
STU008893,Female,20,45.3,1.8,No,High School,29344.0,6.9,62.0,76.0,59.6,Average
STU011744,Male,20,49.9,3.9,No,Bachelor Degree,26806.0,7.3,75.0,77.1,63.2,Average
STU020635,Male,18,73.9,7.1,Yes,Bachelor Degree,45963.3443790757,6.807314349525405,93.0,53.5,62.1,Average
STU000903,Male,20,80.3,8.1,Yes,Master Degree,12525.0,6.2,99.0,61.4,78.9,Good
STU006062,Male,20,90.7,6.7,Yes,Diploma,30842.0,5.5,97.0,57.2,66.0,Average
STU004747,Male,19,67.4,5.1,Yes,No Formal Education,45963.3443790757,7.0,76.0,67.9,70.1,Good
STU022594,Female,19,83.9,3.0,Yes,High School,19033.0,7.3,89.0,42.3,65.5,Average
STU024383,Female,20,72.1,8.9,Yes,No Formal Education,89491.0,6.1,100.0,65.1,76.1,Good
STU000117,Female,21,81.5,3.5,Yes,High School,42695.0,7.0,58.0,71.3,67.1,Average
STU002953,Male,21,86.4,2.4,Yes,Primary,25462.0,5.6,94.0,61.0,57.8,Average
STU008282,Female,21,82.8,4.3,Unknown,Primary,31052.0,7.0,100.0,64.96579496452914,85.4,Excellent
STU014712,Female,20,77.22603224834236,5.0,Yes,Bachelor Degree,45047.0,8.2,87.0,65.1,69.0,Average
STU005597,Female,18,66.2,4.3,Yes,Bachelor Degree,50093.0,5.1,84.0,57.4,62.0,Average
STU016857,Male,17,92.2,3.3,Unknown,Diploma,31964.0,6.1,89.0,59.8,73.2,Good
STU000219,Female,18,100.0,6.5,Yes,Bachelor Degree,148612.0,4.6,91.0,30.0,53.1,Average
STU022023,Female,18,77.22603224834236,2.9,Yes,High School,39498.0,7.1,65.0,64.96579496452914,63.2,Average
STU001115,Female,19,97.8,2.2,Yes,Bachelor Degree,20004.0,5.4,82.0,68.7,70.9,Good
STU003167,Male,21,92.4,5.038143027580883,Yes,Master Degree,38216.0,6.6,82.0,34.5,60.7,Average
STU027383,Female,19,98.6,5.7,Yes,High School,39554.0,7.4,70.0,34.7,65.5,Average
STU022322,Male,19,100.0,5.9,Yes,Bachelor Degree,65261.0,6.5,78.90809031710079,61.8,80.4,Good
STU012895,Female,21,86.9,4.1,No,Diploma,18499.0,6.8,76.0,40.1,51.4,Average
STU010950,Male,20,74.7,7.3,Yes,High School,50489.0,7.2,65.0,79.9,80.4,Good
STU014706,Male,19,95.4,3.3,Yes,High School,54101.0,7.6,71.0,75.0,83.2,Good
STU016459,Female,19,63.0,2.8,Yes,Bachelor Degree,45963.3443790757,6.807314349525405,55.0,47.0,55.9,Average
STU016900,Male,21,79.2,4.8,No,High School,29321.0,7.2,88.0,56.4,52.2,Average
STU005191,Female,21,57.8,3.0,Yes,High School,39748.0,5.2,73.0,61.5,63.2,Average
STU008666,Female,18,92.3,5.038143027580883,Yes,High School,22027.0,7.8,99.0,85.5,87.6,Excellent
STU014266,Female,19,99.5,6.4,Yes,No Formal Education,114293.0,7.6,73.0,64.0,70.5,Good
STU014722,Male,21,77.22603224834236,8.7,Yes,Primary,37514.0,5.5,100.0,70.5,88.6,Excellent
STU005219,Male,21,45.0,5.1,Yes,High School,22583.0,6.1,71.0,47.0,94.8,Excellent
STU024473,Male,18,66.8,7.0,Yes,No Formal Education,26100.0,6.9,84.0,65.6,64.2,Average
STU013539,Male,19,91.0,5.0,Yes,Primary,32627.0,7.9,71.0,84.1,74.8,Good
STU023565,Female,18,77.22603224834236,6.0,Yes,No Formal Education,45963.3443790757,7.4,89.0,76.1,76.6,Good
STU023871,Female,20,77.22603224834236,6.4,Yes,High School,39837.0,7.5,76.0,46.5,72.3,Good
STU020155,Female,17,59.0,4.2,Yes,Bachelor Degree,23855.0,5.6,78.90809031710079,38.8,42.5,Poor
STU021076,Male,18,65.0,4.5,Yes,High School,20843.0,5.5,78.90809031710079,62.2,71.7,Good
STU005418,Female,20,65.5,7.7,Yes,High School,27418.0,7.6,92.0,30.0,69.7,Average
STU013751,Female,18,89.4,7.2,Yes,Bachelor Degree,75901.0,8.0,99.0,61.6,65.9,Average
STU029183,Male,21,80.8,4.8,Yes,High School,28297.0,6.1,94.0,68.6,67.5,Average
STU006432,Male,19,57.2,1.6,Yes,No Formal Education,66915.0,5.4,78.90809031710079,55.7,66.2,Average
STU028745,Female,18,100.0,4.7,Yes,High School,53941.0,8.5,90.0,69.2,79.9,Good
STU024399,Female,18,75.0,4.7,No,Master Degree,45963.3443790757,5.2,76.0,88.2,66.0,Average
STU018280,Male,20,85.4,2.2,Yes,Bachelor Degree,130441.0,6.5,95.0,49.2,62.4,Average
STU028801,Male,19,90.0,6.2,Yes,No Formal Education,67143.0,5.7,100.0,64.7,77.8,Good
STU020484,Male,19,100.0,5.038143027580883,Yes,High School,23120.0,6.4,92.0,57.0,62.3,Average
STU022906,Female,20,57.0,6.4,Yes,Bachelor Degree,24755.0,6.3,98.0,72.3,73.3,Good
STU003281,Female,20,81.2,5.8,Yes,No Formal Education,12170.0,7.7,82.0,53.2,52.0,Average
STU017763,Female,18,74.0,3.4,Yes,High School,122749.0,5.8,67.0,60.3,65.8,Average
STU012887,Male,19,82.6,5.8,Yes,No Formal Education,33809.0,6.807314349525405,88.0,94.0,77.1,Good
STU014246,Female,19,75.2,8.0,Yes,Bachelor Degree,24221.0,8.8,100.0,86.5,90.2,Excellent
STU024484,Male,19,87.2,5.5,Yes,High School,33433.0,8.2,100.0,74.2,73.4,Good
STU023800,Male,17,77.22603224834236,4.4,Yes,High School,57744.0,6.8,73.0,83.7,60.7,Average
STU010994,Male,16,79.5,7.0,Yes,High School,63421.0,6.6,93.0,39.2,62.2,Average
STU004102,Female,21,75.0,4.6,Yes,Diploma,48736.0,6.4,46.0,77.5,66.8,Average
STU010222,Female,18,100.0,5.9,Yes,Primary,40007.0,6.4,90.0,85.7,88.4,Excellent
STU002272,Female,18,77.4,4.4,Yes,Master Degree,62978.0,7.0,74.0,66.4,73.9,Good
STU024272,Male,19,72.3,10.6,Yes,Bachelor Degree,64843.0,7.3,84.0,65.1,44.0,Poor
STU017925,Female,18,78.3,4.9,No,Bachelor Degree,16461.0,7.9,72.0,72.4,72.7,Good
STU009623,Female,18,91.9,5.0,Yes,High School,80535.0,8.1,78.0,82.3,69.7,Average
STU017441,Male,18,86.7,5.4,Yes,High School,30622.0,7.1,68.0,70.4,81.1,Good
STU015558,Male,18,75.3,3.0,Yes,High School,52750.0,5.6,51.0,73.6,66.5,Average
STU026361,Male,18,95.4,9.3,No,Primary,16722.0,5.2,100.0,59.6,77.6,Good
STU024174,Male,18,88.1,5.9,Yes,High School,45963.3443790757,7.3,82.0,77.7,73.2,Good
STU026434,Female,23,78.2,2.9,Yes,Diploma,27583.0,6.9,62.0,71.4,62.5,Average
STU022801,Male,21,81.5,6.4,No,High School,38233.0,6.9,78.90809031710079,57.2,49.6,Poor
STU028607,Female,19,48.7,5.2,No,High School,39553.0,6.6,87.0,94.7,62.9,Average
STU024785,Female,20,57.8,3.4,Yes,Bachelor Degree,22986.0,7.0,70.0,73.6,76.8,Good
STU025410,Female,18,91.3,7.2,Yes,Diploma,71968.0,5.7,100.0,58.5,69.1,Average
STU013390,Female,19,77.22603224834236,8.7,Yes,Primary,22647.0,6.0,100.0,59.8,74.5,Good
STU018377,Female,20,64.6,6.1,Yes,Master Degree,53101.0,7.6,87.0,77.0,74.2,Good
STU013613,Female,19,89.8,4.9,Yes,High School,55207.0,7.9,78.0,68.2,75.9,Good
STU014914,Male,20,80.9,0.8,Yes,Bachelor Degree,65686.0,5.7,73.0,43.2,59.9,Average
STU011030,Female,19,93.7,7.2,Yes,Master Degree,56171.0,5.5,100.0,60.1,74.7,Good
STU018455,Female,21,61.3,5.038143027580883,Yes,Bachelor Degree,38461.0,5.4,53.0,50.9,56.0,Average
STU011342,Male,20,59.3,0.8,Yes,High School,20423.0,5.8,78.90809031710079,64.96579496452914,53.4,Average
STU019194,Female,19,72.9,0.5,Yes,Primary,52490.0,6.3,57.0,64.2,64.8,Average
STU018088,Female,19,77.22603224834236,7.3,Yes,Bachelor Degree,33149.0,8.1,83.0,77.2,84.8,Good
STU001235,Male,19,92.3,6.1,Yes,Diploma,61827.0,7.1,79.0,43.1,57.2,Average
STU021200,Female,19,77.22603224834236,6.5,Yes,Diploma,41667.0,6.3,80.0,49.4,64.4,Average
STU024763,Male,19,34.4,4.1,Yes,High School,23521.0,9.9,73.0,66.4,55.7,Average
STU011523,Female,19,67.0,7.0,Yes,Diploma,37108.0,8.5,90.0,74.3,68.0,Average
STU011127,Male,18,70.8,6.4,Yes,Bachelor Degree,62443.0,7.7,96.0,70.0,81.2,Good
STU003909,Female,18,65.1,4.7,Yes,Primary,58449.0,8.1,76.0,52.1,64.1,Average
STU003206,Male,21,84.4,4.6,Yes,High School,49862.0,6.0,75.0,47.3,71.5,Good
STU007250,Female,21,77.22603224834236,4.2,No,Master Degree,45963.3443790757,6.6,90.0,88.6,63.8,Average
STU016178,Female,19,50.9,7.6,Yes,Bachelor Degree,37025.0,6.7,92.0,49.3,69.8,Average
STU022941,Male,19,80.2,5.4,Yes,Ph.D,41294.0,9.1,79.0,66.7,68.4,Average
STU029993,Female,18,69.5,6.0,Yes,High School,45963.3443790757,7.4,78.90809031710079,61.3,68.7,Average
STU025932,Male,19,80.3,2.8,Yes,High School,24664.0,6.6,85.0,77.2,69.3,Average
STU026761,Female,18,100.0,5.2,Yes,No Formal Education,28129.0,7.5,71.0,55.6,70.2,Good
STU017240,Male,19,42.8,4.6,Yes,Bachelor Degree,21311.0,7.0,94.0,43.2,52.6,Average
STU000415,Male,19,45.0,6.0,No,Diploma,44252.0,5.3,75.0,66.7,67.4,Average
STU021431,Female,18,77.22603224834236,3.5,Yes,High School,49300.0,6.7,78.0,59.7,65.9,Average
STU000380,Female,21,77.22603224834236,5.3,Yes,High School,10747.0,8.0,85.0,65.7,73.6,Good
STU027760,Female,20,77.22603224834236,3.4,Yes,Bachelor Degree,22280.0,6.4,75.0,61.8,78.8,Good
STU023538,Male,21,60.4,6.5,Yes,High School,41028.0,5.7,66.0,76.4,67.7,Average
STU012305,Female,20,77.22603224834236,7.2,Yes,Diploma,63579.0,5.3,80.0,83.5,75.2,Good
STU016042,Female,19,77.2,1.8,Yes,Bachelor Degree,19708.0,8.2,74.0,72.9,63.9,Average
STU000136,Male,18,77.4,4.5,Yes,High School,37435.0,8.1,61.0,84.3,77.2,Good
STU014026,Male,18,73.3,2.7,Yes,Diploma,24130.0,7.7,77.0,50.6,66.4,Average
STU029077,Male,22,74.6,5.0,Yes,Bachelor Degree,45963.3443790757,5.6,72.0,59.1,66.3,Average
STU009040,Male,20,77.22603224834236,4.2,Yes,High School,36293.0,5.6,92.0,44.5,51.0,Average
STU016269,Female,19,84.3,5.0,Yes,Bachelor Degree,17119.0,4.9,71.0,67.1,72.1,Good
STU020725,Female,20,57.5,3.4,Yes,Bachelor Degree,37943.0,6.3,58.0,54.3,52.4,Average
STU012440,Male,19,65.6,5.038143027580883,Yes,Diploma,28342.0,5.8,64.0,79.8,78.0,Good
STU022961,Female,17,63.7,5.6,Unknown,High School,21403.0,6.2,74.0,64.96579496452914,64.5,Average
STU014751,Male,19,85.3,2.5,Yes,Diploma,44724.0,7.2,66.0,56.8,72.6,Good
STU000368,Female,18,66.3,5.5,Yes,High School,30138.0,7.7,78.90809031710079,79.4,85.7,Excellent
STU027825,Female,19,39.4,8.1,No,No Formal Education,69159.0,6.5,78.90809031710079,64.0,50.0,Average
STU029856,Female,20,52.3,7.3,Yes,No Formal Education,31529.0,6.7,87.0,64.6,67.9,Average
STU022406,Female,19,38.8,6.3,Yes,Primary,40006.0,6.2,99.0,100.0,90.5,Excellent
STU023612,Male,19,100.0,9.0,Yes,Primary,27646.0,7.3,100.0,69.9,84.7,Good
STU004839,Male,20,44.5,4.6,Yes,Diploma,19278.0,8.5,86.0,62.4,50.8,Average
STU024114,Male,18,73.0,7.5,Yes,Diploma,20174.0,7.6,83.0,52.7,59.2,Average
STU025152,Male,19,75.8,2.3,Yes,Diploma,18508.0,5.4,78.0,52.3,55.1,Average
STU006102,Male,18,87.6,5.038143027580883,Yes,High School,94853.0,7.5,54.0,73.0,63.3,Average
STU026519,Female,19,79.5,10.6,Yes,Primary,24691.0,5.6,80.0,65.8,35.1,Poor
